Number of digits (n),Simple Multiplication,Karatsuba
8960,3452529909,151687605
8961,3453300535,151670605
8962,3454071283,151799545
8963,3454842096,151774285
8964,3455613019,151852133
8965,3456384016,151913397
8966,3457155090,151872653
8967,3457926256,151704829
8968,3458697514,151883289
8969,3459468843,151835581
8970,3460240261,151807001
8971,3461011777,152119057
8972,3461783373,151979529
8973,3462555052,151910105
8974,3463326805,152096181
8975,3464098677,152007621
8976,3464870617,152068261
8977,3465642628,152097801
8978,3466414758,152038337
8979,3467186953,152258013
8980,3467959237,152203785
8981,3468731595,152317949
8982,3469504051,152135877
8983,3470276599,152235629
8984,3471049230,152307301
8985,3471821944,152306425
8986,3472594747,152314777
8987,3473367639,152387709
8988,3474140596,152389161
8989,3474913678,152411377
8990,3475686813,152267825
8991,3476460037,152464601
8992,3477233359,152529017
8993,3478006761,152505565
8994,3478780246,152436277
8995,3479553817,152680005
8996,3480327477,152636245
8997,3481101214,152595689
8998,3481875049,152633557
8999,3482648976,152599169
9000,3483422980,152664213
9001,3484197061,152783497
9002,3484971240,152774537
9003,3485745508,152661265
9004,3486519859,152786549
9005,3487294293,152807701
9006,3488068816,152842269
9007,3488843416,152792981
9008,3489618102,152874301
9009,3490392892,152902093
9010,3491167735,153012593
9011,3491942691,152961653
9012,3492717727,153029541
9013,3493492855,153124673
9014,3494268069,153114157
9015,3495043360,153274509
9016,3495818734,153108449
9017,3496594200,153138749
9018,3497369761,152986497
9019,3498145387,153121157
9020,3498921126,153198265
9021,3499696927,153311253
9022,3500472832,153247569
9023,3501248802,153286785
9024,3502024870,153334537
9025,3502801036,153224065
9026,3503577261,153335377
9027,3504353599,153321845
9028,3505130002,153560389
9029,3505906509,153418581
9030,3506683090,153379797
9031,3507459751,153439517
9032,3508236513,153412325
9033,3509013346,153323185
9034,3509790277,153606529
9035,3510567306,153455757
9036,3511344388,153536905
9037,3512121589,153545333
9038,3512898858,153672597
9039,3513676213,153667713
9040,3514453657,153634069
9041,3515231184,153551465
9042,3516008806,153826545
9043,3516786505,153646337
9044,3517564299,153684125
9045,3518342161,153656241
9046,3519120115,153788769
9047,3519898173,153802533
9048,3520676293,153763693
9049,3521454511,153818025
9050,3522232827,153920021
9051,3523011229,153977229
9052,3523789705,153993821
9053,3524568246,154059301
9054,3525346912,154044057
9055,3526125637,154152713
9056,3526904457,154106077
9057,3527683372,153987189
9058,3528462361,154148913
9059,3529241439,154172465
9060,3530020591,154094517
9061,3530799826,154252081
9062,3531579180,154148553
9063,3532358602,154241249
9064,3533138119,154264261
9065,3533917707,154281417
9066,3534697387,154302153
9067,3535477162,154248101
9068,3536257002,154260269
9069,3537036931,154445705
9070,3537816970,154403329
9071,3538597083,154513873
9072,3539377276,154462569
9073,3540157552,154480853
9074,3540937914,154733233
9075,3541718380,154656169
9076,3542498914,154672053
9077,3543279537,154587037
9078,3544060237,154554693
9079,3544841053,154717593
9080,3545621937,154662001
9081,3546402904,154725821
9082,3547183957,154691925
9083,3547965111,154892269
9084,3548746336,154813245
9085,3549527644,154924597
9086,3550309050,154743725
9087,3551090512,154838317
9088,3551872111,154949245
9089,3552653769,154943693
9090,3553435504,154889729
9091,3554217328,155055489
9092,3554999259,154966449
9093,3555781252,154987201
9094,3556563337,155155137
9095,3557345523,155119977
9096,3558127780,155168369
9097,3558910117,155152649
9098,3559692561,155199073
9099,3560475082,155258265
9100,3561257686,155095909
9101,3562040352,155328733
9102,3562823140,155235877
9103,3563606002,155264669
9104,3564388959,155458253
9105,3565171987,155305545
9106,3565955119,155377201
9107,3566738298,155475581
9108,3567521602,155452553
9109,3568304974,155440645
9110,3569088453,155520809
9111,3569872000,155593149
9112,3570655630,155512065
9113,3571439355,155596561
9114,3572223169,155643053
9115,3573007063,155703573
9116,3573791034,155642477
9117,3574575112,155653889
9118,3575359267,155739869
9119,3576143496,155633945
9120,3576927814,155588553
9121,3577712224,155754805
9122,3578496717,155885889
9123,3579281299,155715269
9124,3580065973,155757761
9125,3580850709,155953081
9126,3581635564,155876905
9127,3582420493,155895509
9128,3583205508,155931829
9129,3583990606,155815389
9130,3584775790,156100961
9131,3585561054,155935557
9132,3586346416,155944681
9133,3587131852,155973445
9134,3587917392,156082125
9135,3588702988,156097581
9136,3589488694,156116257
9137,3590274480,156131409
9138,3591060355,156013781
9139,3591846316,156256133
9140,3592632357,156340757
9141,3593418493,156213437
9142,3594204703,156275301
9143,3594991005,156394845
9144,3595777390,156387693
9145,3596563861,156266389
9146,3597350427,156255613
9147,3598137067,156462237
9148,3598923805,156419209
9149,3599710632,156510541
9150,3600497536,156508541
9151,3601284505,156551813
9152,3602071593,156568761
9153,3602858746,156686193
9154,3603646006,156658429
9155,3604433343,156674173
9156,3605220760,156473649
9157,3606008257,156649653
9158,3606795855,156662701
9159,3607583536,156652973
9160,3608371288,156744925
9161,3609159156,156828197
9162,3609947092,156666697
9163,3610735117,156888553
9164,3611523222,156901833
9165,3612311416,156983381
9166,3613099690,156909969
9167,3613888050,156957789
9168,3614676496,156964313
9169,3615465037,157004673
9170,3616253670,157000945
9171,3617042377,157113193
9172,3617831173,156951329
9173,3618620058,157190941
9174,3619409020,156999321
9175,3620198074,157191361
9176,3620987211,157149457
9177,3621776446,157149541
9178,3622565755,157075821
9179,3623355159,157086077
9180,3624144637,157232825
9181,3624934213,157320845
9182,3625723869,157312569
9183,3626513599,157373753
9184,3627303433,157380677
9185,3628093353,157346653
9186,3628883347,157402149
9187,3629673433,157449737
9188,3630463608,157414521
9189,3631253869,157656385
9190,3632044213,157529737
9191,3632834640,157536069
9192,3633625150,157648841
9193,3634415749,157712485
9194,3635206443,157640469
9195,3635997220,157637049
9196,3636788074,157637893
9197,3637579008,157742333
9198,3638370064,157721141
9199,3639161152,157660717
9200,3639952365,157828729
9201,3640743673,157896137
9202,3641535040,157817209
9203,3642326505,157806397
9204,3643118053,157859437
9205,3643909690,157879933
9206,3644701413,158100797
9207,3645493213,157894481
9208,3646285108,157975301
9209,3647077080,158016589
9210,3647869144,158125185
9211,3648661285,157995481
9212,3649453536,158187109
9213,3650245867,158180285
9214,3651038266,158130057
9215,3651830754,158073605
9216,3652623334,158143517
9217,3653416000,158247033
9218,3654208752,158161085
9219,3655001587,158330513
9220,3655794520,158191149
9221,3656587533,158368617
9222,3657380635,158248397
9223,3658173808,158447157
9224,3658967076,158416209
9225,3659760433,158489505
9226,3660553879,158435525
9227,3661347396,158504329
9228,3662140999,158619469
9229,3662934703,158599289
9230,3663728481,158626061
9231,3664522360,158630057
9232,3665316304,158688473
9233,3666110340,158817081
9234,3666904489,158741577
9235,3667698700,158810993
9236,3668493000,158861261
9237,3669287380,158706073
9238,3670081852,158890197
9239,3670876407,158972361
9240,3671671060,158887933
9241,3672465793,158995613
9242,3673260597,158856129
9243,3674055508,158937401
9244,3674850490,159053189
9245,3675645564,159107245
9246,3676440718,159041645
9247,3677235973,159099645
9248,3678031314,159119569
9249,3678826714,159074265
9250,3679622212,159195273
9251,3680417817,159117181
9252,3681213475,159206685
9253,3682009252,159258725
9254,3682805106,159303425
9255,3683601043,159280901
9256,3684397054,159314797
9257,3685193163,159181701
9258,3685989352,159421001
9259,3686785627,159390653
9260,3687581991,159390201
9261,3688378435,159631649
9262,3689174986,159368109
9263,3689971596,159529257
9264,3690768310,159551753
9265,3691565101,159529969
9266,3692361981,159421813
9267,3693158947,159630821
9268,3693956011,159534617
9269,3694753155,159522025
9270,3695550373,159689741
9271,3696347677,159655313
9272,3697145076,159763381
9273,3697942552,159861137
9274,3698740123,159771709
9275,3699537783,159721409
9276,3700335517,159899921
9277,3701133346,159775213
9278,3701931255,159880209
9279,3702729256,159875349
9280,3703527340,159891665
9281,3704325513,159932841
9282,3705123763,159895717
9283,3705922111,159911281
9284,3706720536,160098361
9285,3707519050,160198913
9286,3708317647,159948237
9287,3709116339,160063781
9288,3709915099,160097061
9289,3710713966,160144901
9290,3711512919,160096605
9291,3712311940,160147445
9292,3713111047,160321249
9293,3713910246,160217973
9294,3714709555,160352561
9295,3715508914,160283713
9296,3716308380,160332041
9297,3717107923,160429817
9298,3717907567,160353701
9299,3718707270,160367161
9300,3719507074,160292345
9301,3720306976,160461781
9302,3721106946,160464749
9303,3721907011,160600053
9304,3722707153,160476861
9305,3723507387,160607337
9306,3724307707,160496345
9307,3725108110,160589701
9308,3725908608,160506073
9309,3726709180,160708661
9310,3727509853,160655673
9311,3728310597,160792857
9312,3729111430,160804081
9313,3729912367,160758069
9314,3730713366,160697581
9315,3731514448,160770289
9316,3732315643,160882785
9317,3733116906,160938041
9318,3733918258,160860001
9319,3734719705,160916757
9320,3735521220,160991217
9321,3736322815,160863641
9322,3737124526,161088997
9323,3737926308,160957453
9324,3738728182,161047001
9325,3739530133,161178765
9326,3740332161,160993961
9327,3741134302,161103317
9328,3741936508,161103461
9329,3742738809,161223601
9330,3743541199,161233029
9331,3744343657,161174577
9332,3745146210,161337753
9333,3745948858,161301341
9334,3746751574,161278889
9335,3747554400,161300225
9336,3748357288,161479561
9337,3749160283,161448513
9338,3749963349,161361217
9339,3750766522,161284917
9340,3751569757,161430453
9341,3752373090,161501149
9342,3753176509,161583897
9343,3753979999,161449549
9344,3754783581,161511501
9345,3755587270,161534773
9346,3756391027,161536113
9347,3757194861,161574509
9348,3757998805,161702269
9349,3758802826,161673729
9350,3759606924,161714849
9351,3760411108,161725413
9352,3761215393,161756577
9353,3762019758,161896925
9354,3762824197,161879805
9355,3763628743,161866901
9356,3764433354,161932485
9357,3765238069,161859533
9358,3766042837,161925193
9359,3766847742,161876641
9360,3767652697,161977157
9361,3768457744,162048049
9362,3769262886,162040365
9363,3770068102,162201673
9364,3770873419,162135909
9365,3771678807,162142993
9366,3772484281,162142533
9367,3773289862,162203405
9368,3774095499,162072429
9369,3774901243,162091193
9370,3775707067,162087925
9371,3776512977,162258029
9372,3777318982,162236329
9373,3778125058,162196465
9374,3778931220,162298129
9375,3779737474,162245549
9376,3780543829,162317045
9377,3781350231,162369201
9378,3782156743,162347873
9379,3782963359,162427721
9380,3783770031,162490109
9381,3784576804,162456653
9382,3785383663,162657593
9383,3786190605,162510885
9384,3786997639,162492933
9385,3787804744,162550933
9386,3788611938,162588461
9387,3789419233,162646741
9388,3790226608,162607509
9389,3791034054,162693341
9390,3791841604,162472433
9391,3792649219,162755453
9392,3793456944,162735065
9393,3794264755,162783641
9394,3795072637,162786665
9395,3795880623,162735853
9396,3796688680,162909877
9397,3797496820,162954297
9398,3798305055,162776589
9399,3799113370,162873925
9400,3799921777,162931673
9401,3800730273,163058613
9402,3801538843,163058805
9403,3802347499,163124829
9404,3803156256,163015141
9405,3803965096,163094245
9406,3804773989,163111909
9407,3805583016,163207301
9408,3806392108,163191521
9409,3807201292,163214513
9410,3808010550,163159233
9411,3808819894,163273413
9412,3809629336,163315109
9413,3810438855,163329201
9414,3811248466,163291749
9415,3812058160,163352749
9416,3812867940,163496053
9417,3813677794,163460637
9418,3814487764,163500045
9419,3815297793,163500937
9420,3816107920,163555725
9421,3816918130,163537277
9422,3817728429,163478917
9423,3818538793,163546925
9424,3819349279,163610325
9425,3820159821,163607625
9426,3820970470,163619849
9427,3821781190,163623845
9428,3822592008,163677797
9429,3823402906,163729897
9430,3824213887,163632369
9431,3825024963,163744821
9432,3825836122,163838185
9433,3826647364,163777461
9434,3827458680,163836357
9435,3828270091,163956173
9436,3829081597,163824917
9437,3829893186,163933269
9438,3830704867,163854569
9439,3831516616,163979209
9440,3832328457,163925033
9441,3833140390,164054881
9442,3833952400,164086097
9443,3834764496,164022205
9444,3835576690,164147117
9445,3836388973,164096853
9446,3837201306,164123473
9447,3838013779,164191197
9448,3838826305,164290877
9449,3839638920,164280801
9450,3840451621,164292097
9451,3841264414,164273797
9452,3842077302,164331453
9453,3842890255,164477545
9454,3843703306,164364549
9455,3844516431,164270101
9456,3845329669,164320201
9457,3846142972,164392769
9458,3846956355,164298417
9459,3847769839,164459481
9460,3848583406,164524529
9461,3849397044,164544601
9462,3850210777,164386429
9463,3851024599,164498101
9464,3851838513,164694145
9465,3852652513,164503825
9466,3853466584,164701477
9467,3854280756,164684993
9468,3855094999,164754053
9469,3855909355,164841741
9470,3856723764,164770721
9471,3857538283,164795857
9472,3858352879,164726269
9473,3859167546,164829037
9474,3859982329,164870201
9475,3860797177,164920469
9476,3861612111,164921153
9477,3862427140,164952741
9478,3863242255,164981321
9479,3864057459,165003113
9480,3864872740,164953713
9481,3865688095,165076225
9482,3866503566,165115993
9483,3867319102,165116189
9484,3868134727,165165461
9485,3868950444,165212501
9486,3869766238,165307809
9487,3870582139,165172217
9488,3871398090,165241657
9489,3872214160,165284177
9490,3873030301,165414713
9491,3873846534,165182245
9492,3874662847,165327513
9493,3875479261,165333705
9494,3876295734,165455853
9495,3877112323,165340353
9496,3877928977,165406609
9497,3878745726,165406625
9498,3879562549,165436109
9499,3880379482,165555057
9500,3881196480,165473777
9501,3882013567,165409777
9502,3882830743,165500493
9503,3883647993,165475001
9504,3884465350,165563889
9505,3885282784,165668977
9506,3886100316,165462449
9507,3886917913,165650617
9508,3887735605,165681141
9509,3888553374,165671017
9510,3889371256,165753733
9511,3890189200,165703505
9512,3891007236,165693845
9513,3891825364,165793445
9514,3892643563,165833093
9515,3893461854,165861653
9516,3894280246,165755961
9517,3895098706,165926885
9518,3895917261,165951533
9519,3896735902,165917001
9520,3897554608,166056477
9521,3898373424,165982309
9522,3899192320,166035197
9523,3900011305,166085421
9524,3900830373,166052521
9525,3901649533,166003081
9526,3902468764,166106317
