n,TotalOps,Assignments,ArrayLookups,Comparisons,Arithmetic,MethodCalls,Returns
8288,2954100117,893090016,824357624,274846657,961805817,1,1
8289,2954812945,893305523,824556546,274912975,962037898,1,1
8290,2955525898,893521065,824755505,274979301,962270024,1,1
8291,2956238934,893736633,824954487,275045635,962502177,1,1
8292,2956952044,893952223,825153489,275111977,962734352,1,1
8293,2957665255,894167843,825352520,275178327,962966562,1,1
8294,2958378546,894383488,825551573,275244685,963198797,1,1
8295,2959091926,894599159,825750651,275311051,963431062,1,1
8296,2959805380,894814854,825949749,275377425,963663349,1,1
8297,2960518908,895030572,826148867,275443807,963895659,1,1
8298,2961232558,895246324,826348021,275510197,964128013,1,1
8299,2961946276,895462098,826547193,275576595,964360387,1,1
8300,2962660068,895677895,826746385,275643001,964592784,1,1
8301,2963373961,895893722,826945606,275709415,964825215,1,1
8302,2964087934,896109573,827144849,275775837,965057672,1,1
8303,2964802014,896325455,827344123,275842267,965290166,1,1
8304,2965516156,896541358,827543413,275908705,965522677,1,1
8305,2966230381,896757286,827742726,275975151,965755215,1,1
8306,2966944704,896973243,827942067,276041605,965987787,1,1
8307,2967659116,897189226,828141433,276108067,966220387,1,1
8308,2968373605,897405233,828340820,276174537,966453012,1,1
8309,2969088183,897621267,828540232,276241015,966685666,1,1
8310,2969802853,897837329,828739670,276307501,966918351,1,1
8311,2970517594,898053413,828939127,276373995,967151057,1,1
8312,2971232442,898269527,829138615,276440497,967383800,1,1
8313,2971947355,898485663,829338120,276507007,967616562,1,1
8314,2972662375,898701830,829537656,276573525,967849361,1,1
8315,2973377454,898918017,829737207,276640051,968082177,1,1
8316,2974092634,899134233,829936787,276706585,968315027,1,1
8317,2974807909,899350477,830136394,276773127,968547909,1,1
8318,2975523261,899566745,830336022,276839677,968780815,1,1
8319,2976238702,899783039,830535675,276906235,969013750,1,1
8320,2976954220,899999358,830735349,276972801,969246709,1,1
8321,2977669830,900215704,830935049,277039375,969479699,1,1
8322,2978385523,900432075,831134772,277105957,969712716,1,1
8323,2979101302,900648473,831334519,277172547,969945761,1,1
8324,2979817176,900864898,831534293,277239145,970178837,1,1
8325,2980533124,901081347,831734087,277305751,970411937,1,1
8326,2981249167,901297823,831933908,277372365,970645068,1,1
8327,2981965275,901514321,832133746,277438987,970878218,1,1
8328,2982681496,901730851,832333617,277505617,971111408,1,1
8329,2983397803,901947407,832533512,277572255,971344626,1,1
8330,2984114193,902163989,832733430,277638901,971577871,1,1
8331,2984830660,902380594,832933369,277705555,971811139,1,1
8332,2985547204,902597223,833133329,277772217,972044432,1,1
8333,2986263846,902813881,833333317,277838887,972277758,1,1
8334,2986980583,903030567,833533332,277905565,972511116,1,1
8335,2987697403,903247279,833733370,277972251,972744501,1,1
8336,2988414288,903464011,833933425,278038945,972977904,1,1
8337,2989131280,903680775,834133511,278105647,973211345,1,1
8338,2989848355,903897563,834333620,278172357,973444812,1,1
8339,2990565522,904114379,834533755,278239075,973678310,1,1
8340,2991282757,904331217,834733908,278305801,973911828,1,1
8341,2992000087,904548083,834934088,278372535,974145378,1,1
8342,2992717500,904764975,835134291,278439277,974378955,1,1
8343,2993435014,904981895,835334523,278506027,974612566,1,1
8344,2994152593,905198837,835534772,278572785,974846196,1,1
8345,2994870264,905415807,835735047,278639551,975079857,1,1
8346,2995588036,905632805,835935351,278706325,975313552,1,1
8347,2996305873,905849825,836135672,278773107,975547266,1,1
8348,2997023805,906066873,836336020,278839897,975781012,1,1
8349,2997741820,906283947,836536391,278906695,976014785,1,1
8350,2998459909,906501043,836736782,278973501,976248580,1,1
8351,2999178117,906718173,836937208,279040315,976482418,1,1
8352,2999896381,906935323,837137648,279107137,976716271,1,1
8353,3000614758,907152504,837338121,279173967,976950163,1,1
8354,3001333209,907369709,837538614,279240805,977184079,1,1
8355,3002051737,907586937,837739128,279307651,977418018,1,1
8356,3002770357,907804193,837939668,279374505,977651988,1,1
8357,3003489051,908021473,838140228,279441367,977885981,1,1
8358,3004207849,908238782,838340818,279508237,978120009,1,1
8359,3004926727,908456116,838541430,279575115,978354063,1,1
8360,3005645706,908673479,838742071,279642001,978588152,1,1
8361,3006364753,908890865,838942730,279708895,978822261,1,1
8362,3007083883,909108275,839143412,279775797,979056396,1,1
8363,3007803114,909325715,839344123,279842707,979290566,1,1
8364,3008522410,909543177,839544851,279909625,979524755,1,1
8365,3009241813,909760669,839745610,279976551,979758981,1,1
8366,3009961287,909978183,839946388,280043485,979993228,1,1
8367,3010680865,910195728,840147196,280110427,980227511,1,1
8368,3011400508,910413294,840348021,280177377,980461813,1,1
8369,3012120222,910630883,840548865,280244335,980696137,1,1
8370,3012840058,910848505,840749745,280311301,980930504,1,1
8371,3013559977,911066153,840950648,280378275,981164898,1,1
8372,3014279988,911283829,841151577,280445257,981399323,1,1
8373,3015000046,911501521,841352517,280512247,981633758,1,1
8374,3015720226,911719248,841553493,280579245,981868237,1,1
8375,3016440480,911936998,841754489,280646251,982102739,1,1
8376,3017160814,912154773,841955507,280713265,982337267,1,1
8377,3017881240,912372575,842156551,280780287,982571825,1,1
8378,3018601755,912590403,842357620,280847317,982806412,1,1
8379,3019322338,912808254,842558707,280914355,983041019,1,1
8380,3020043043,913026139,842759830,280981401,983275671,1,1
8381,3020763807,913244043,842960968,281048455,983510338,1,1
8382,3021484675,913461978,843162136,281115517,983745041,1,1
8383,3022205611,913679935,843363322,281182587,983979765,1,1
8384,3022926633,913897917,843564532,281249665,984214516,1,1
8385,3023647738,914115925,843765765,281316751,984449294,1,1
8386,3024368941,914333962,843967026,281383845,984684105,1,1
8387,3025090236,914552026,844168313,281450947,984918947,1,1
8388,3025811602,914770113,844369619,281518057,985153811,1,1
8389,3026533060,914988227,844570951,281585175,985388705,1,1
8390,3027254610,915206368,844772309,281652301,985623629,1,1
8391,3027976240,915424534,844973689,281719435,985858579,1,1
8392,3028697950,915642725,845175091,281786577,986093555,1,1
8393,3029419752,915860943,845376519,281853727,986328561,1,1
8394,3030141652,916079189,845577975,281920885,986563600,1,1
8395,3030863608,916297455,845779445,281988051,986798654,1,1
8396,3031585680,916515754,845980949,282055225,987033749,1,1
8397,3032307823,916734075,846182472,282122407,987268866,1,1
8398,3033030061,916952425,846384022,282189597,987504015,1,1
8399,3033752361,917170795,846585588,282256795,987739181,1,1
8400,3034474777,917389197,846787188,282324001,987974388,1,1
8401,3035197273,917607625,846988810,282391215,988209621,1,1
8402,3035919831,917826073,847190448,282458437,988444871,1,1
8403,3036642508,918044554,847392121,282525667,988680163,1,1
8404,3037365259,918263059,847593814,282592905,988915479,1,1
8405,3038088081,918481586,847795526,282660151,989150815,1,1
8406,3038810998,918700141,847997265,282727405,989386184,1,1
8407,3039534016,918918726,848199033,282794667,989621587,1,1
8408,3040257099,919137332,848400818,282861937,989857009,1,1
8409,3040980286,919355968,848602633,282929215,990092467,1,1
8410,3041703541,919574626,848804466,282996501,990327945,1,1
8411,3042426900,919793314,849006329,283063795,990563459,1,1
8412,3043150321,920012023,849208208,283131097,990798991,1,1
8413,3043873852,920230763,849410119,283198407,991034561,1,1
8414,3044597466,920449528,849612053,283265725,991270157,1,1
8415,3045321151,920668316,849814006,283333051,991505775,1,1
8416,3046044940,920887134,850015989,283400385,991741429,1,1
8417,3046768812,921105977,850217995,283467727,991977110,1,1
8418,3047492746,921324841,850420017,283535077,992212808,1,1
8419,3048216793,921543737,850622072,283602435,992448546,1,1
8420,3048940914,921762657,850824147,283669801,992684307,1,1
8421,3049665130,921981604,851026249,283737175,992920099,1,1
8422,3050389420,922200575,851228371,283804557,993155915,1,1
8423,3051113802,922419573,851430519,283871947,993391761,1,1
8424,3051838273,922638597,851632692,283939345,993627636,1,1
8425,3052562821,922857646,851834886,284006751,993863535,1,1
8426,3053287464,923076723,852037107,284074165,994099467,1,1
8427,3054012193,923295825,852239352,284141587,994335426,1,1
8428,3054737002,923514953,852441619,284209017,994571411,1,1
8429,3055461894,923734105,852643909,284276455,994807422,1,1
8430,3056186893,923953289,852846230,284343901,995043471,1,1
8431,3056911951,924172492,853048566,284411355,995279535,1,1
8432,3057637107,924391724,853250930,284478817,995515633,1,1
8433,3058362346,924610981,853453317,284546287,995751758,1,1
8434,3059087683,924830267,853655732,284613765,995987916,1,1
8435,3059813094,925049577,853858167,284681251,996224097,1,1
8436,3060538603,925268915,854060630,284748745,996460311,1,1
8437,3061264189,925488277,854263114,284816247,996696549,1,1
8438,3061989843,925707661,854465616,284883757,996932807,1,1
8439,3062715607,925927076,854668150,284951275,997169103,1,1
8440,3063441460,926146518,854870709,285018801,997405429,1,1
8441,3064167384,926365983,855073287,285086335,997641777,1,1
8442,3064893415,926585478,855275896,285153877,997878161,1,1
8443,3065619511,926804995,855478522,285221427,998114565,1,1
8444,3066345696,927024538,855681173,285288985,998350997,1,1
8445,3067071970,927244108,855883849,285356551,998587459,1,1
8446,3067798318,927463701,856086545,285424125,998823944,1,1
8447,3068524770,927683325,856289271,285491707,999060465,1,1
8448,3069251308,927902974,856492021,285559297,999297013,1,1
8449,3069977929,928122649,856694794,285626895,999533589,1,1
8450,3070704624,928342347,856897587,285694501,999770187,1,1
8451,3071431411,928562072,857100406,285762115,1000006815,1,1
8452,3072158290,928781825,857303251,285829737,1000243475,1,1
8453,3072885264,929001605,857506123,285897367,1000480166,1,1
8454,3073612303,929221407,857709012,285965005,1000716876,1,1
8455,3074339437,929441237,857911928,286032651,1000953618,1,1
8456,3075066660,929661094,858114869,286100305,1001190389,1,1
8457,3075793969,929880977,858317834,286167967,1001427189,1,1
8458,3076521346,930100881,858520817,286235637,1001664008,1,1
8459,3077248836,930320818,858723833,286303315,1001900867,1,1
8460,3077976388,930540775,858926865,286371001,1002137744,1,1
8461,3078704044,930760763,859129927,286438695,1002374657,1,1
8462,3079431771,930980773,859333008,286506397,1002611591,1,1
8463,3080159611,931200815,859536122,286574107,1002848565,1,1
8464,3080887510,931420877,859739251,286641825,1003085555,1,1
8465,3081615498,931640965,859942405,286709551,1003322574,1,1
8466,3082343584,931861083,860145587,286777285,1003559627,1,1
8467,3083071750,932081225,860348791,286845027,1003796705,1,1
8468,3083799999,932301392,860552018,286912777,1004033809,1,1
8469,3084528346,932521588,860755273,286980535,1004270947,1,1
8470,3085256764,932741807,860958547,287048301,1004508107,1,1
8471,3085985283,932962055,861161850,287116075,1004745301,1,1
8472,3086713879,933182327,861365174,287183857,1004982519,1,1
8473,3087442555,933402623,861568520,287251647,1005219762,1,1
8474,3088171320,933622947,861771891,287319445,1005457035,1,1
8475,3088900174,933843297,861975287,287387251,1005694337,1,1
8476,3089629123,934063675,862178710,287455065,1005931671,1,1
8477,3090358131,934284073,862382148,287522887,1006169021,1,1
8478,3091087252,934504503,862585619,287590717,1006406411,1,1
8479,3091816456,934724958,862789113,287658555,1006643827,1,1
8480,3092545740,934945438,862992629,287726401,1006881269,1,1
8481,3093275104,935165943,863196167,287794255,1007118737,1,1
8482,3094004569,935386477,863399734,287862117,1007356239,1,1
8483,3094734102,935607033,863603319,287929987,1007593761,1,1
8484,3095463736,935827618,863806933,287997865,1007831317,1,1
8485,3096193450,936048228,864010569,288065751,1008068899,1,1
8486,3096923238,936268861,864214225,288133645,1008306504,1,1
8487,3097653145,936489528,864417916,288201547,1008544151,1,1
8488,3098383114,936710215,864621623,288269457,1008781816,1,1
8489,3099113169,936930929,864825354,288337375,1009019509,1,1
8490,3099843310,937151668,865029109,288405301,1009257229,1,1
8491,3100573537,937372433,865232888,288473235,1009494978,1,1
8492,3101303856,937593226,865436693,288541177,1009732757,1,1
8493,3102034270,937814047,865640525,288609127,1009970569,1,1
8494,3102764740,938034887,865844371,288677085,1010208395,1,1
8495,3103495299,938255753,866048242,288745051,1010446250,1,1
8496,3104225977,938476653,866252148,288813025,1010684148,1,1
8497,3104956717,938697574,866456070,288881007,1010922063,1,1
8498,3105687561,938918525,866660022,288948997,1011160015,1,1
8499,3106418464,939139495,866863989,289016995,1011397982,1,1
8500,3107149480,939360498,867067989,289085001,1011635989,1,1
8501,3107880573,939581525,867272010,289153015,1011874021,1,1
8502,3108611746,939802576,867476053,289221037,1012112077,1,1
8503,3109342999,940023652,867680118,289289067,1012350159,1,1
8504,3110074353,940244757,867884212,289357105,1012588276,1,1
8505,3110805796,940465889,868088331,289425151,1012826422,1,1
8506,3111537310,940687044,868292469,289493205,1013064589,1,1
8507,3112268910,940908225,868496631,289561267,1013302785,1,1
8508,3113000605,941129433,868700820,289629337,1013541012,1,1
8509,3113732380,941350667,868905031,289697415,1013779265,1,1
8510,3114464250,941571928,869109269,289765501,1014017549,1,1
8511,3115196197,941793213,869313528,289833595,1014255858,1,1
8512,3115928239,942014527,869517814,289901697,1014494199,1,1
8513,3116660349,942235862,869722118,289969807,1014732559,1,1
8514,3117392566,942457228,869926453,290037925,1014970957,1,1
8515,3118124857,942678617,870130808,290106051,1015209378,1,1
8516,3118857240,942900034,870335189,290174185,1015447829,1,1
8517,3119589703,943121475,870539592,290242327,1015686306,1,1
8518,3120322255,943342943,870744020,290310477,1015924812,1,1
8519,3121054893,943564437,870948472,290378635,1016163346,1,1
8520,3121787596,943785953,871152941,290446801,1016401899,1,1
8521,3122520427,944007503,871357448,290514975,1016640498,1,1
8522,3123253323,944229075,871561972,290583157,1016879116,1,1
8523,3123986299,944450672,871766518,290651347,1017117759,1,1
8524,3124719373,944672297,871971092,290719545,1017356436,1,1
8525,3125452524,944893947,872175687,290787751,1017595137,1,1
8526,3126185773,945115625,872380310,290855965,1017833871,1,1
8527,3126919096,945337326,872584953,290924187,1018072627,1,1
8528,3127652505,945559053,872789620,290992417,1018311412,1,1
8529,3128386015,945780810,872994316,291060655,1018550231,1,1
8530,3129119590,946002588,873199029,291128901,1018789069,1,1
8531,3129853260,946224394,873403769,291197155,1019027939,1,1
8532,3130587010,946446225,873608531,291265417,1019266835,1,1
8533,3131320855,946668083,873813320,291333687,1019505762,1,1
8534,3132054780,946889967,874018131,291401965,1019744715,1,1
8535,3132788788,947111875,874222965,291470251,1019983694,1,1
8536,3133522888,947333811,874427825,291538545,1020222704,1,1
8537,3134257077,947555774,874632710,291606847,1020461743,1,1
8538,3134991358,947777764,874837621,291675157,1020700813,1,1
8539,3135725716,947999778,875042553,291743475,1020939907,1,1
8540,3136460154,948221817,875247507,291811801,1021179027,1,1
8541,3137194699,948443886,875452492,291880135,1021418183,1,1
8542,3137929312,948665977,875657495,291948477,1021657360,1,1
8543,3138664008,948888094,875862521,292016827,1021896563,1,1
8544,3139398784,949110235,876067569,292085185,1022135792,1,1
8545,3140133673,949332409,876272650,292153551,1022375061,1,1
8546,3140868624,949554603,876477747,292221925,1022614347,1,1
8547,3141603667,949776824,876682870,292290307,1022853663,1,1
8548,3142338799,949999072,876888018,292358697,1023093009,1,1
8549,3143074026,950221348,877093193,292427095,1023332387,1,1
8550,3143809324,950443647,877298387,292495501,1023571787,1,1
8551,3144544717,950665973,877503608,292563915,1023811218,1,1
8552,3145280199,950888327,877708854,292632337,1024050679,1,1
8553,3146015758,951110704,877914121,292700767,1024290163,1,1
8554,3146751385,951333103,878119406,292769205,1024529668,1,1
8555,3147487140,951555538,878324729,292837651,1024769219,1,1
8556,3148222960,951777994,878530069,292906105,1025008789,1,1
8557,3148958866,952000476,878735433,292974567,1025248387,1,1
8558,3149694858,952222984,878940821,293043037,1025488013,1,1
8559,3150430930,952445517,879146231,293111515,1025727665,1,1
8560,3151167100,952668078,879351669,293180001,1025967349,1,1
8561,3151903332,952890660,879557123,293248495,1026207051,1,1
8562,3152639677,953113274,879762610,293316997,1026446793,1,1
8563,3153376111,953335915,879968122,293385507,1026686565,1,1
8564,3154112613,953558577,880173652,293454025,1026926356,1,1
8565,3154849210,953781268,880379209,293522551,1027166179,1,1
8566,3155585890,954003984,880584789,293591085,1027406029,1,1
8567,3156322650,954226725,880790391,293659627,1027645905,1,1
8568,3157059505,954449493,880996020,293728177,1027885812,1,1
8569,3157796443,954672287,881201672,293796735,1028125746,1,1
8570,3158533464,954895107,881407347,293865301,1028365707,1,1
8571,3159270586,955117955,881613051,293933875,1028605702,1,1
8572,3160007773,955340825,881818772,294002457,1028845716,1,1
8573,3160745064,955563725,882024523,294071047,1029085766,1,1
8574,3161482432,955786649,882230295,294139645,1029325840,1,1
8575,3162219883,956009599,882436090,294208251,1029565941,1,1
8576,3162957423,956232575,882641910,294276865,1029806071,1,1
8577,3163695049,956455577,882847754,294345487,1030046229,1,1
8578,3164432764,956678605,883053623,294414117,1030286416,1,1
8579,3165170547,956901656,883259510,294482755,1030526623,1,1
8580,3165908440,957124738,883465429,294551401,1030766869,1,1
8581,3166646413,957347845,883671370,294620055,1031007141,1,1
8582,3167384454,957570973,883877329,294688717,1031247432,1,1
8583,3168122611,957794135,884083322,294757387,1031487765,1,1
8584,3168860818,958017314,884289327,294826065,1031728109,1,1
8585,3169599150,958240528,884495369,294894751,1031968499,1,1
8586,3170337541,958463762,884701426,294963445,1032208905,1,1
8587,3171076036,958687026,884907513,295032147,1032449347,1,1
8588,3171814590,958910310,885113615,295100857,1032689805,1,1
8589,3172553254,959133625,885319749,295169575,1032930302,1,1
8590,3173292010,959356968,885525909,295238301,1033170829,1,1
8591,3174030837,959580333,885732088,295307035,1033411378,1,1
8592,3174769762,959803727,885938295,295375777,1033651960,1,1
8593,3175508749,960027142,886144518,295444527,1033892559,1,1
8594,3176247843,960250587,886350772,295513285,1034133196,1,1
8595,3176987017,960474057,886557048,295582051,1034373858,1,1
8596,3177726289,960697556,886763352,295650825,1034614553,1,1
8597,3178465623,960921075,886969672,295719607,1034855266,1,1
8598,3179205052,961144623,887176019,295788397,1035096011,1,1
8599,3179944579,961368199,887382394,295857195,1035336789,1,1
8600,3180684171,961591796,887588786,295926001,1035577585,1,1
8601,3181423873,961815425,887795210,295994815,1035818421,1,1
8602,3182163637,962039074,888001650,296063637,1036059273,1,1
8603,3182903502,962262753,888208119,296132467,1036300161,1,1
8604,3183643453,962486457,888414612,296201305,1036541076,1,1
8605,3184383484,962710187,888621127,296270151,1036782017,1,1
8606,3185123619,962933946,888827672,296339005,1037022993,1,1
8607,3185863816,963157726,889034233,296407867,1037263987,1,1
8608,3186604108,963381534,889240821,296476737,1037505013,1,1
8609,3187344483,963605367,889447432,296545615,1037746066,1,1
8610,3188084950,963829228,889654069,296614501,1037987149,1,1
8611,3188825491,964053112,889860726,296683395,1038228255,1,1
8612,3189566142,964277027,890067415,296752297,1038469400,1,1
8613,3190306855,964500963,890274120,296821207,1038710562,1,1
8614,3191047675,964724930,890480856,296890125,1038951761,1,1
8615,3191788563,964948919,890687610,296959051,1039192981,1,1
8616,3192529534,965172933,890894387,297027985,1039434227,1,1
8617,3193270606,965396976,891101193,297096927,1039675507,1,1
8618,3194011734,965621039,891308013,297165877,1039916803,1,1
8619,3194752993,965845137,891514872,297234835,1040158146,1,1
8620,3195494311,966069256,891721746,297303801,1040399505,1,1
8621,3196235724,966293403,891928647,297372775,1040640897,1,1
8622,3196977223,966517575,892135572,297441757,1040882316,1,1
8623,3197718811,966741775,892342522,297510747,1041123765,1,1
8624,3198460470,966965997,892549491,297579745,1041365235,1,1
8625,3199202221,967190246,892756486,297648751,1041606735,1,1
8626,3199944061,967414522,892963506,297717765,1041848265,1,1
8627,3200685999,967638827,893170554,297786787,1042089829,1,1
8628,3201427996,967863151,893377617,297855817,1042331408,1,1
8629,3202170109,968087509,893584714,297924855,1042573029,1,1
8630,3202912284,968311887,893791827,297993901,1042814667,1,1
8631,3203654545,968536291,893998964,298062955,1043056333,1,1
8632,3204396922,968760727,894206135,298132017,1043298040,1,1
8633,3205139361,968985185,894413322,298201087,1043539765,1,1
8634,3205881886,969209668,894620533,298270165,1043781517,1,1
8635,3206624497,969434177,894827768,298339251,1044023298,1,1
8636,3207367200,969658714,895035029,298408345,1044265109,1,1
8637,3208109989,969883277,895242314,298477447,1044506949,1,1
8638,3208852852,970107863,895449619,298546557,1044748811,1,1
8639,3209595813,970332477,895656952,298615675,1044990706,1,1
8640,3210338854,970557117,895864307,298684801,1045232627,1,1
8641,3211081996,970781785,896071691,298753935,1045474582,1,1
8642,3211825203,971006475,896279092,298823077,1045716556,1,1
8643,3212568493,971231191,896486516,298892227,1045958557,1,1
8644,3213311887,971455936,896693970,298961385,1046200593,1,1
8645,3214055355,971680705,896901444,299030551,1046442653,1,1
8646,3214798930,971905504,897108949,299099725,1046684749,1,1
8647,3215542564,972130323,897316469,299168907,1046926862,1,1
8648,3216286314,972355175,897524023,299238097,1047169016,1,1
8649,3217030117,972580046,897731590,299307295,1047411183,1,1
8650,3217774021,972804946,897939186,299376501,1047653385,1,1
8651,3218518023,973029875,898146810,299445715,1047895621,1,1
8652,3219262087,973254824,898354450,299514937,1048137873,1,1
8653,3220006252,973479803,898562119,299584167,1048380161,1,1
8654,3220750509,973704809,898769814,299653405,1048622479,1,1
8655,3221494837,973929837,898977528,299722651,1048864818,1,1
8656,3222239260,974154894,899185269,299791905,1049107189,1,1
8657,3222983751,974379973,899393028,299861167,1049349581,1,1
8658,3223728349,974605082,899600818,299930437,1049592009,1,1
8659,3224473033,974830217,899808632,299999715,1049834466,1,1
8660,3225217794,975055377,900016467,300069001,1050076947,1,1
8661,3225962659,975280566,900224332,300138295,1050319463,1,1
8662,3226707583,975505775,900432212,300207597,1050561996,1,1
8663,3227452617,975731016,900640124,300276907,1050804567,1,1
8664,3228197707,975956276,900848050,300346225,1051047153,1,1
8665,3228942904,976181567,901056007,300415551,1051289777,1,1
8666,3229688196,976406885,901263991,300484885,1051532432,1,1
8667,3230433562,976632227,901471995,300554227,1051775110,1,1
8668,3231179005,976857593,901680020,300623577,1052017812,1,1
8669,3231924549,977082989,901888074,300692935,1052260549,1,1
8670,3232670173,977308409,902096150,300762301,1052503311,1,1
8671,3233415877,977533853,902304248,300831675,1052746098,1,1
8672,3234161667,977759324,902512370,300901057,1052988913,1,1
8673,3234907558,977984824,902720521,300970447,1053231763,1,1
8674,3235653523,978210347,902928692,301039845,1053474636,1,1
8675,3236399580,978435898,903136889,301109251,1053717539,1,1
8676,3237145720,978661474,903345109,301178665,1053960469,1,1
8677,3237891943,978887075,903553352,301248087,1054203426,1,1
8678,3238638258,979112704,903761621,301317517,1054446413,1,1
8679,3239384650,979338357,903969911,301386955,1054689425,1,1
8680,3240131137,979564037,904178228,301456401,1054932468,1,1
8681,3240877704,979789743,904386567,301525855,1055175537,1,1
8682,3241624360,980015475,904594931,301595317,1055418635,1,1
8683,3242371102,980241233,904803319,301664787,1055661761,1,1
8684,3243117936,980467018,905011733,301734265,1055904917,1,1
8685,3243864835,980692825,905220164,301803751,1056148093,1,1
8686,3244611847,980918663,905428628,301873245,1056391308,1,1
8687,3245358930,981144525,905637111,301942747,1056634545,1,1
8688,3246106102,981370413,905845619,302012257,1056877811,1,1
8689,3246853360,981596327,906054151,302081775,1057121105,1,1
8690,3247600716,981822269,906262711,302151301,1057364432,1,1
8691,3248348143,982048235,906471290,302220835,1057607781,1,1
8692,3249095650,982274225,906679891,302290377,1057851155,1,1
8693,3249843264,982500245,906888523,302359927,1058094566,1,1
8694,3250590937,982726286,907097170,302429485,1058337993,1,1
8695,3251338711,982952356,907305846,302499051,1058581455,1,1
8696,3252086583,983178455,907514550,302568625,1058824951,1,1
8697,3252834514,983404573,907723269,302638207,1059068462,1,1
8698,3253582558,983630724,907932021,302707797,1059312013,1,1
8699,3254330667,983856896,908140790,302777395,1059555583,1,1
8700,3255078874,984083097,908349587,302847001,1059799187,1,1
8701,3255827179,984309326,908558412,302916615,1060042823,1,1
8702,3256575537,984535574,908767250,302986237,1060286473,1,1
8703,3257323999,984761852,908976118,303055867,1060530159,1,1
8704,3258072553,984988157,909185012,303125505,1060773876,1,1
8705,3258821196,985214489,909393931,303195151,1061017622,1,1
8706,3259569895,985440841,909602864,303264805,1061261383,1,1
8707,3260318710,985667225,909811831,303334467,1061505185,1,1
8708,3261067602,985893633,910020819,303404137,1061749011,1,1
8709,3261816580,986120067,910229831,303473815,1061992865,1,1
8710,3262565656,986346529,910438871,303543501,1062236752,1,1
8711,3263314791,986573012,910647926,303613195,1062480655,1,1
8712,3264064039,986799527,910857014,303682897,1062724599,1,1
8713,3264813361,987026065,911066122,303752607,1062968565,1,1
8714,3265562769,987252629,911275254,303822325,1063212559,1,1
8715,3266312263,987479219,911484410,303892051,1063456581,1,1
8716,3267061840,987705834,911693589,303961785,1063700629,1,1
8717,3267811503,987932475,911902792,304031527,1063944706,1,1
8718,3268561258,988159144,912112021,304101277,1064188813,1,1
8719,3269311096,988385838,912321273,304171035,1064432947,1,1
8720,3270060999,988612553,912530542,304240801,1064677100,1,1
8721,3270811030,988839304,912739849,304310575,1064921299,1,1
8722,3271561123,989066075,912949172,304380357,1065165516,1,1
8723,3272311302,989292873,913158519,304450147,1065409761,1,1
8724,3273061558,989519694,913367887,304519945,1065654029,1,1
8725,3273811924,989746547,913577287,304589751,1065898337,1,1
8726,3274562364,989973423,913786707,304659565,1066142667,1,1
8727,3275312893,990200325,913996152,304729387,1066387026,1,1
8728,3276063505,990427253,914205620,304799217,1066631412,1,1
8729,3276814194,990654205,914415109,304869055,1066875822,1,1
8730,3277564987,990881187,914624628,304938901,1067120268,1,1
8731,3278315863,991108195,914834170,305008755,1067364741,1,1
8732,3279066816,991335226,915043733,305078617,1067609237,1,1
8733,3279817846,991562281,915253317,305148487,1067853758,1,1
8734,3280568989,991789369,915462934,305218365,1068098319,1,1
8735,3281320206,992016479,915672571,305288251,1068342902,1,1
8736,3282071503,992243615,915882230,305358145,1068587511,1,1
8737,3282822883,992470775,916091912,305428047,1068832146,1,1
8738,3283574358,992697964,916301621,305497957,1069076813,1,1
8739,3284325907,992925176,916511350,305567875,1069321503,1,1
8740,3285077563,993152419,916721110,305637801,1069566231,1,1
8741,3285829284,993379683,916930887,305707735,1069810977,1,1
8742,3286581109,993606977,917140694,305777677,1070055759,1,1
8743,3287333008,993834294,917350521,305847627,1070300563,1,1
8744,3288084996,994061638,917560373,305917585,1070545397,1,1
8745,3288837055,994289005,917770244,305987551,1070790253,1,1
8746,3289589224,994516403,917980147,306057525,1071035147,1,1
8747,3290341473,994743825,918190072,306127507,1071280066,1,1
8748,3291093802,994971273,918400019,306197497,1071525011,1,1
8749,3291846229,995198749,918609994,306267495,1071769989,1,1
8750,3292598727,995426247,918819988,306337501,1072014988,1,1
8751,3293351308,995653771,919030005,306407515,1072260014,1,1
8752,3294103987,995881324,919240050,306477537,1072505073,1,1
8753,3294856749,996108902,919450118,306547567,1072750159,1,1
8754,3295609600,996336507,919660211,306617605,1072995275,1,1
8755,3296362543,996564139,919870330,306687651,1073240421,1,1
8756,3297115566,996791795,920080471,306757705,1073485592,1,1
8757,3297868669,997019477,920290634,306827767,1073730789,1,1
8758,3298621855,997247183,920500820,306897837,1073976012,1,1
8759,3299375127,997474916,920711030,306967915,1074221263,1,1
8760,3300128500,997702678,920921269,307038001,1074466549,1,1
8761,3300881947,997930463,921131528,307108095,1074711858,1,1
8762,3301635483,998158275,921341812,307178197,1074957196,1,1
8763,3302389111,998386115,921552122,307248307,1075202565,1,1
8764,3303142810,998613977,921762451,307318425,1075447955,1,1
8765,3303896598,998841865,921972805,307388551,1075693374,1,1
8766,3304650496,999069785,922183191,307458685,1075938832,1,1
8767,3305404450,999297725,922393591,307528827,1076184305,1,1
8768,3306158508,999525694,922604021,307598977,1076429813,1,1
8769,3306912634,999753685,922814469,307669135,1076675342,1,1
8770,3307666861,999981706,923024946,307739301,1076920905,1,1
8771,3308421183,1000209755,923235450,307809475,1077166501,1,1
8772,3309175576,1000437826,923445973,307879657,1077412117,1,1
8773,3309930055,1000665923,923656520,307949847,1077657762,1,1
